cadeia,latitude,longitude,referencia_cadastral,uso_cadastral,area_edificio_m2,contexto,status_volta,motivo,fonte_area
Dia,42.1938833,0.3395266,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Dia,38.2930383,-0.5867334,1113711YH1411C,1_residential,364.1,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Dia,39.3870027,-3.2294652,0400003VJ8600S,3_industrial,509.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,41.6428547,-0.9106469,4124916XM7142C,1_residential,989.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,36.7250576,-4.4151128,3854109UF7635S,1_residential,1080.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,40.4198577,-3.7979731,2352018VK3724N,4_2_retail,4135.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,36.7291928,-4.4147898,3759201UF7635N,1_residential,1993.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,36.7269466,-4.4116264,4057211UF7645N,1_residential,727.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,41.0695206,-2.6448502,9866701WL2496N,1_residential,1220.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,40.4483509,-3.7013103,0679522VK4707H,1_residential,663.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,41.0113862,-6.4345235,5733710QF1453S,1_residential,512.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,40.9759493,-5.6552666,6697206TL7369F,1_residential,449.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,42.2445172,-8.7040032,4571918NG2747S,1_residential,972.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,43.4828737,-8.2017568,4748311NJ6145S,1_residential,899.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,39.4653143,-0.3876226,4719513YJ2741H,1_residential,536.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,40.4770529,-3.6991973,0711703VK4801B,4_2_retail,772.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,41.4958477,2.1640436,0343212DF3904C,1_residential,739.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,37.6804755,-1.690184,5713007XG1751D,1_residential,2710.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,40.4841528,-3.702456,0518419VK4801H,1_residential,587.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,42.0598597,-1.6046859,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Dia,37.4047816,-1.5866891,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Dia,42.5755947,-6.6594024,2364528PH9126S,1_residential,1204.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,39.4726129,-0.3842317,5026306YJ2752E,1_residential,1469.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,43.2681673,-2.9261125,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Dia,37.9580004,-2.435505,9614715WH4091D,3_industrial,133.1,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Dia,41.0072479,0.9362458,6518103CF2461N,1_residential,804.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,39.4608482,-0.3634684,7015013YJ2761D,1_residential,1119.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,42.5740179,-2.851375,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Dia,40.031941,-3.6093147,8116301VK4381N,1_residential,3904.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,41.9476453,-4.5135586,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Dia,41.707371,2.8408047,6874304DG8167S,1_residential,336.2,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Dia,41.6418624,-0.8928537,5624812XM7152D,1_residential,537.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,41.338061,1.6904556,0572001CF9707S,4_2_retail,1146.2,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,37.8235724,-5.2490202,2288808UG0828N,3_industrial,490.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,43.0472645,-2.2035876,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Dia,43.6125985,-8.1410645,9595112NJ6299S,1_residential,181.4,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Dia,43.3345367,-4.0625881,3887069VN1938N,1_residential,466.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,41.3534569,1.7332305,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Dia,42.8651218,-4.4978605,7771605UN7477S,4_2_retail,87.9,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Dia,42.6662872,-8.7218142,2839034NH2223N,4_2_retail,1232.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,40.3532202,-3.692282,1374205VK4617C,1_residential,684.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,36.3498479,-5.2358294,9355106TF9295N,4_2_retail,3670.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,37.283805,-6.9452386,2385704PB8228N,1_residential,348.1,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Dia,37.3223888,-6.06612,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Dia,40.3560021,-5.5229315,5905102TK8750N,1_residential,124.3,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Dia,41.6440552,-0.8824441,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Dia,36.1364619,-5.4567399,8920103TF7082S,4_2_retail,3285.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,41.6454092,-4.7463059,4620206UM5142B,1_residential,2464.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,42.26535,2.9517408,6195101DG9769N,1_residential,2816.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,43.5218653,-5.665303,4724211TP8242S,1_residential,683.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,43.5230212,-5.6664576,4626411TP8242N,1_residential,831.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,41.0523245,-0.1383905,0387916YL4408N,1_residential,632.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,37.9714962,-1.2073243,7543501XH5074D,1_residential,983.6,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,41.9719174,2.8075483,4168203DG8446G,1_residential,1381.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,41.4075009,2.183247,1844206DF3814D,1_residential,337.9,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Dia,43.1828707,-7.8920411,9920111NH8892S,1_residential,358.6,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Dia,41.403431,2.1334164,7640402DF2874B,1_residential,457.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,43.3104897,-3.0558647,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Dia,41.0515027,-0.1406997,0186537YL4408N,4_2_retail,1242.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,41.6503399,-4.7308542,5927506UM5152F,1_residential,1014.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,41.5121367,2.1922891,2761008DF3926S,1_residential,401.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,41.437526,2.223087,5178803DF3857G,1_residential,1288.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,43.3545851,-3.9565878,2609051VP2020N,1_residential,1400.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,37.1767927,-3.6055876,6348002VG4164G,1_residential,549.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,41.6496713,-0.889409,5932109XM7153B,1_residential,6206.1,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Dia,40.4445038,-3.610866,8374401VK4787C,1_residential,544.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,40.4460443,-3.6091076,8476110VK4787E,1_residential,174.2,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Dia,36.6088719,-5.8035485,9353403TF4595C,1_residential,594.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,40.7629212,-2.8721297,0925302WL1102N,1_residential,797.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,41.9002129,-1.4216883,1001409XM3410S,4_2_retail,579.4,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,40.4260424,-3.5453358,3954001VK5735S,1_residential,598.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,40.4395518,-3.7083788,9969510VK3796H,1_residential,481.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,40.3044695,-3.4563999,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Dia,41.5692672,2.0250057,8726312DG1082D,4_2_retail,1916.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,36.7305828,-4.4494892,0661101UF7606S,1_residential,1599.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,36.6109326,-4.503111,5630731UF6553S,1_residential,525.3,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,37.7952642,-2.7791223,9533611WG1893D,1_residential,290.4,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Dia,36.468783,-6.2004281,1099650QA5319G,1_residential,5101.6,Centro comercial,Centro comercial,Edifício de grande dimensão ou possível complexo multioperador,Catastro INSPIRE BU
Dia,38.498606,-2.4201029,0715004WH5601N,1_residential,244.8,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Dia,43.6859538,-7.849167,2979914NJ9327N,1_residential,117.7,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
Dia,40.4113094,-3.7196122,9038306VK3793G,1_residential,951.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,42.6136941,-5.5493485,1214034TN9211S,4_2_retail,445.8,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,36.0158674,-5.6075254,5190903TE6859S,1_residential,506.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,43.324244,-1.9312958,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Dia,40.3457921,-3.7069426,0065612VK4606E,1_residential,958.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,38.4251297,-6.4101067,6264002QC2566S,4_2_retail,1385.1,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,41.4910993,2.1446911,8638702DF2983H,1_residential,1264.7,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,42.2806705,-8.6104042,2213016NG3821S,1_residential,1007.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,37.3828993,-5.9745421,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Dia,37.545211,-5.0787518,,,,Não classificado,Verificar,Não foi encontrado um edifício contendo a coordenada,Catastro INSPIRE BU
Dia,41.6597248,-4.7199942,6937515UM5163F,1_residential,982.9,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,43.365331,-3.3170297,4416105VP7041N,4_2_retail,474.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,41.234074,-5.4960109,0880003TL9608S,4_2_retail,806.5,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,41.3980449,2.1941948,2734701DF3823D,1_residential,463.0,Loja isolada provável,Provável,Implantação entre 400 e 5.000 m²; confirmar área de venda,Catastro INSPIRE BU
Dia,37.8889748,-4.7781577,3851101UG4935S,1_residential,189.3,Loja/edifício pequeno,Improvável,Implantação cadastral inferior a 400 m²,Catastro INSPIRE BU
